ARF5
ENPP5
LY86
PRSS16
MEP1A
SKIV2L2
ISL1
SLC6A7
POU4F3
HARS2
NUDT12
PAPD7
GHR
DAP
HBEGF
LOX
GZMK
CDH9
SPARC
HAND1
PCDHB3
PCDHB5
PCDHB6
PCDHB7
PCDHB15
GRM6
THG1L
IL12B
TTC1
IRX4
LNPEP
AGXT2
IL4
IL5
ST8SIA4
PCDH12
SKP1
NUP155
NR3C1
C5orf15
TRIM23
RARS
CDX1
BNIP1
SLC7A14
SEMA3G
ZMYND10
LTF
MLH1
EHHADH
CRBN
HRG
BCL6
RBP2
RBP1
PFKFB4
HES1
ECT2
GNAT1
TUSC2
NPRL2
CYB561D2
C3orf14
GNB4
MORC1
UMPS
ABTB1
KLHL18
HEMK1
RRP9
AADAC
EIF1B
ZBTB47
TNNC1
NKTR
SPCS1
NEK4
TMEM159
WDFY1
EIF2AK2
DAZAP1
DDX1
HEATR5B
MAPRE3
TMSB10
MSH2
NCK2
TFPI
SLC11A1
APOB
INO80B
TTL
FAHD2A
SF3B6
SLC30A3
MPV17
NRBP1
SNX17
REEP6
APC2
WBP1
MOGS
TTC31
NDUFS7
PCGF1
TLX2
DOK1
ACADL
EVA1A
LANCL1
REG1A
IGFBP2
IGFBP5
KCNJ13
GGCX
NEU2
HSPE1
PRKAG3
-
WNT6
IL1RL1
IL18R1
SLC9A2
AZU1
PPP1R7
PASK
PROC
ID2
ODC1
GREB1
GORASP2
CEBPZ
PRKD3
RMDN2
DLX2
SLC1A4
ORC2
COX7A2L
PPP3R1
PLEK
PRTN3
KISS1R
GRIN3B
VAX2
ATP6V1B1
MSH6
PLEKHA3
SPR
CLCN6
ENO1
CDC7
SARS
CLCA1
BCL9
TPSG1
-
ANGPTL1
MIR4781
TMEM59
OPRD1
WDR77
DLGAP3
C1orf21
MAD2L2
MFN2
MIIP
SLC35D1
PRAMEF10
PRAMEF4
PRDM2
RGS2
WARS2
OSCP1
NT5C1A
AKR7A2
RAB29
CD160
SLC19A2
SELL
-
VAMP4
SYF2
SLC5A9
CTSD
A4GNT
MMP8
APOA1
SLC8A2
EEF1B2
ATIC
TNP1
FASTKD2
TTR
FILIP1
SPACA1
TBPL1
ZC2HC1B
FBXO30
ADAT2
TNFAIP3
TCF21
PMFBP1
MED28
DNAH6
RNF103
MYL12B
GHRH
RPN2
SOGA1
PKD2
ABCG2
STBD1
CCNI
RARRES1
LDAH
FGF23
ELL2
GLRX
NDUFB3
ZFAND5
GDA
C2orf40
YWHAQ
CPSF3
DDX55
CCDC92
FKBP15
CNTRL
HDHD3
VPS4B
SERPINB10
GSC
ADCK1
IFI27L2
NEK9
ACYP1
IFT43
IRF2BPL
ACOT2
FLVCR2
TGFB3
PAPOLG
TP53I3
RHOQ
TMEM214
ATAD2B
FAM98A
YIPF4
AFTPH
LGALSL
CRIPT
MFSD13A
PPP1R3C
HELLS
PRLHR
-
HOXB8
HOXB5
HOXB7
DUSP1
PANK3
MSX2
INSL4
IFNA7
LRP11
CCDC170
ARAP3
PCDHB8
PCDHB10
PCDHB14
PCDHB12
SLC25A2
PRRX1
TNN
TTLL2
MSANTD2
PDZD11
NUDCD1
-
-
CCDC77
TNFSF11
UFM1
ELF1
ALG5
FAM53C
MYOT
EGR1
PFN2
SERP1
MTERF2
NFYB
WASHC3
FZD3
DUSP4
SORBS3
PPP3CC
TARDBP
PRAMEF2
RDH10
LUC7L3
DLX4
COIL
SPOP
TBX2
SLC35B1
TBX4
-
TEX14
FAM117A
NCAPH
MND1
ZNF141
TSHZ3
TAS2R8
PLBD1
KLRK1
TAS2R10
PYROXD1
IAPP
KCNJ8
TAS2R7
TAS2R9
ZNF211
TFG
KALRN
NAA50
-
MAPK8IP1
PEX16
DEPDC7
CAT
GJB6
GJA3
GHSR
TNFSF10
SLITRK3
CPXM2
CSMD2
GSTM2
ACVR2A
POLK
FLT3
RASL11A
FYTTD1
MTERF4
MRPS2
MYOG
PRM2
AHR
BBS9
OCM
EEPD1
-
NPY
HOXA7
INHBA
FKBP9
NT5C3A
MIR6838
RAMP3
MRM2
TWIST1
SLC25A51
CLTA
PHF24
DNAI1
CNTFR
ZC3HAV1
AKR1D1
NEUROG3
SRGN
EGR2
FAM149B1
UNG
DYNLL1
IFT81
ACADS
HVCN1
RNF11
BHLHE41
SSPN
DDX39A
C19orf43
ADGRE5
-
ZNF442
KLHL24
CCDC70
EBPL
ATP7B
CENPK
NEUROD4
ORMDL2
PDE1B
HOXC13
LRP1
HOXC12
HOXC6
FAAH
RSRP1
IL13RA2
COL10A1
SEC61A1
TCEAL3
RAB9B
MAGEA9
RIF1
TTC21B
NMI
TNFAIP6
ACVR1C
SLC36A1
BATF3
KCNJ2
PLA2G12A
SNRPA
B9D2
C4BPB
ZNF415
ZNF350
RAB38
GPR83
HAUS3
CHPF
INHA
ENKD1
SLC35C2
ACTR5
MC3R
GCNT7
CTCFL
SYS1
PI3
WFDC3
ATP5E
PLCG1
SRSF6
RAB22A
PTGIS
SNAI1
MOCS3
RNF114
MAGEA10
PEPD
IL9R
MCEE
PAIP2B
SNRNP27
MPHOSPH10
IL17C
LIPE
PSG1
IRGC
LYPD3
CEACAM8
RNF39
DST
FBXO9
PACSIN1
RRP36
BTN1A1
BTN3A3
SNRPC
SLC17A1
HIST1H1D
HIST1H4F
UNC5CL
AARS2
HIST1H1A
ZNF391
-
OR2B6
-
-
APOBEC2
TREM1
MEA1
COL21A1
CDKN1A
SOX4
CPNE5
SSR1
NRN1
ATXN1
EREG
SCGB1D2
SCGB2A1
EMC3
SH3TC1
KATNAL2
BBS2
MT2A
GOT2
SPHK2
PIWIL1
RAP2A
SLC10A2
EFNB2
SLC22A5
IRF1
BMP4
PTGER2
SOX9
MYH2
MRPS7
-
ARMC7
NUP85
MIF4GD
NT5C
MSTO1
MBOAT7
LOC107987425
ZBTB46
SLC35F5
INSIG2
PSD4
PSPN
ALKBH7
CLPP
TNFSF9
THOC2
CD70
C3
SH2D3A
FOSB
RTN2
VASP
SYMPK
CFAP61
CDC25B
GNRH2
-
CD93
CST8
CSTL1
TMX4
AP5S1
MKKS
DSTN
LAMP5
SNRPB2
TCF15
OTOR
FAM110A
SCRT2
DEFB129
TLE6
S1PR4
NCLN
PITHD1
FNTB
ARMCX5
MMP24
NECAB3
RALY
PLAGL2
UROD
SLC35E2
SLURP1
LRFN3
IGFLR1
CAPNS1
PDCD2L
UBA2
FFAR2
HCST
FFAR1
COX6B1
KRT13
KRT38
CCR7
KRT9
NR1D1
ARL2
BCL2L12
RRAS
PRRG2
TSKS
NOP53
FLRT1
SBDS
CSN1S1
STATH
HTN1
MLX
WNK4
DNASE1
TRAP1
SUGP1
DDX49
-
SDF2
MIR423
AHDC1
SLC35A2
CFP
ELK1
-
ATG14
SIX1
DLGAP5
L3HYPDH
HSPA2
TBPL2
SGPP1
PLEKHG3
EVI2A
LOC101927057
CTAG2
CANX
PYCARD
-
COX7C
PHPT1
TRAF2
ABHD8
-
HELB
TSPAN8
YEATS4
NDUFB2
TAS2R3
TAS2R4
TAS2R5
ZNF777
IDUA
ZNF317
PIN1
FBXL12
KIF17
PLA2G2C
CYP4F11
OR7A10
EPS15L1
KLF2
OR7C2
OR7C1
F2RL3
HCFC1R1
HN1L
GFER
SYNGR3
RAB40C
GNG13
ZNF10
TICAM1
MON1B
-
METTL25
EIF3K
EMC6
OR1E2
CACTIN
TUBA4A
VIL1
AAMP
HSPB1
GNG11
LOC100506136
GNGT1
PTPN12
FGL2
STYXL1
PEX1
MTERF1
LRFN1
-
SPINK2
RASL11B
TUBGCP6
DGCR6L
CYTH4
GGT1
SGSM3
SEZ6L
-
VPREB3
SDF2L1
YWHAH
-
-
A4GALT
RFPL3
CDC42EP1
MCHR1
GALR3
TST
APOL5
CCDC117
APOL2
RAC2
LIF
C22orf23
APOBEC3A
PMPCB
TAS2R16
LSM8
VGF
STRIP2
DNAJB9
LRRC4
SMO
OPN1SW
SIRT2
HOXD3
MTX2
HOXD9
HOXD10
HOXD11
-
ARHGAP22
PIAS1
SNAP23
TMOD2
DLL4
ALDH1A2
KNSTRN
CLN6
ARPP19
ISLR
THAP10
AMOTL2
ACKR4
MBD4
COPB1
MYOD1
TPH1
E2F8
PIMREG
USP6
ZNF232
CD68
TXNDC17
ATP1B2
FXR2
MPDU1
-
-
-
WISP1
LRRC6
QTRT1
AP1M2
ERI1
CLEC11A
KLK12
-
CMA1
BCL2L2
PARP2
FOXA1
EAPP
EGLN3
NEDD8
DAD1
CDO1
RAP1B
AANAT
ARHGEF6
ART1
CHRNA10
RPS4Y1
VCY1B
VCY
RBMY1J
CDY2A
DAZL
MAPK8IP3
MKNK2
KLF16
DOHH
INS
ABHD17A
SALL1
ZC3H14
LMAN1
NUP37
ANGEL1
CNGB1
CDADC1
ZFYVE26
NALCN
CORO7
SEC14L5
PBX4
DHX40
DTWD1
ZNF221
HCN2
WDR18
IGSF21
SLX1A
-
GNAT2
KHNYN
CERS4
LILRA1
LILRA2
-
TUBG2
TUBG1
RPS16
MAST1
PLPPR2
NCAPG
RABGAP1L
ESYT2
ALOX12
FBXO44
UGT2A3
ADAMTS2
NARFL
HBA2
TRNT1
PDGFRL
DHX29
DHX58
KRT12
KRT31
KRT33B
ARFGEF3
-
SNX4
ROPN1B
GRHL2
SPAG1
RRM2B
RAF1
TDRD1
MED17
SCML2
NXPE1
TSG101
CARD10
KIAA0930
DHX35
TRPC4AP
TYMP
C20orf194
ELN
FKBP6
CUL9
ACTR3C
PCDHGA12
PCDHGC5
NDUFA2
POLDIP3
TRMT2A
DGCR14
MYH13
ZKSCAN3
MICB
KRT5
KRT1
KRT75
KRT6C
KRT6B
GALNT8
KCNA5
PSMG3
FAM155B
ELOF1
ANGPTL8
-
CNN1
ZSCAN10
EXOC3L2
NECTIN2
APOE
TOMM40
-
ALLC
GADD45G
XPO7
ACE2
FAM98C
SAFB2
RPL36
NCAN
PLVAP
BST2
SLC27A1
USHBP1
COLGALT1
MRPL34
PGLS
LSM7
RSPH3
MAS1
-
MLLT1
FUT5
BMP15
ACTN4
NDUFA10
EPO
ARPC1B
CACNG6
ZSWIM6
FCHO1
SCO2
ZNF764
ZNF747
PXDN
GDF15
JUND
HRC
TRPM4
OR11H1
ZNF557
OLFM1
NUMBL
TNNI2
ATXN10
TUBGCP2
CALY
CYP2E1
HBZ
MNX1
ZNF337
CEP85
MIR1257
GATA5
RBBP8NL
MIR4758
ADRM1
ASS1
PRDM12
UBE2M
TRIM28
YIPF2
EIF2S3
TMEM160
ZC3H4
MAP3K10
SESN2
CCDC62
HIP1R
MRPL4
EIF3G
ANGPTL6
C19orf66
ZNF426
SLC6A8
ZNF331
ZNF236
SLC7A10
LRP3
C12orf65
GRWD1
NOL11
PKDREJ
NUTM2F
SLC35D2
RGN
PPIL4
AKAP12
LATS1
BPIFB1
BPIFA2
RBM39
DEFB118
ACSS2
EDA2R
ARHGEF9
C1QL1
GFAP
HIGD1B
ATP6V1E1
-
COX4I1
EMC8
GSE1
C16orf95
GINS2
F12
RLIM
ABCB7
HAUS8
ADGRE3
-
MRPS25
CAPN7
RBSN
NAPSA
NR1H2
PDLIM4
GFPT2
RPL27
ACLY
VPS25
RAMP2
AOC2
G6PC
PCDHAC1
PCDHGA3
NDFIP1
ATP6V0A4
EXOC4
PPFIA1
TMEM204
BARX1
WDR44
CKMT2
ZCCHC9
KRT15
TNS4
RARA
KRTAP9-8
PPP1R1B
FMO5
PRKAB2
FUS
FSHB
ZNF132
USP29
CHSY1
SNRPA1
NR0B2
LIN28A
ADCY7
THAP1
RHPN2
ACTR10
LGALS3
ZNF700
DNAJB1
ZSWIM4
RFX1
C19orf57
DCAF15
SDC1
TRIM21
WDR7
-
-
SMARCC1
SLC6A11
NUP210
HSD17B7
EMILIN2
DNHD1
ARFIP2
RRP8
TIMM10B
EFR3A
OC90
PTCD3
ILKAP
PER2
RAMP1
SCLY
PTPRE
CARD6
RAP1GAP2
RPA1
SERPINF1
EEFSEC
TMEM128
COQ3
POPDC3
LANCL2
GRSF1
JCHAIN
UTP3
WBP2
MIR4738
TRIM47
-
KDM6B
SLC52A1
GUCY2D
CLEC10A
RIDA
BRD8
REEP2
PCBD2
ERAL1
NIP7
TERF2
VPS4A
JAG1
HSPA12B
SNAP25
NXT1
RIN2
SSTR4
CRP
HAPLN2
APCS
IGHMBP2
ACY3
ALDH3B2
TESMIN
DPH2
NASP
ZNF334
ZSWIM3
OSER1
SERINC3
DMGDH
BHMT2
AP3B1
ZBED3
SYT4
SLC14A2
NMUR2
PDE6A
USPL1
XPO4
RNF17
CHRM3
MYH4
PEMT
SCO1
CHI3L1
MYBPH
DCLK1
CCNA1
RFXAP
RNF128
BTBD2
KMT5C
HSPBP1
CSNK1G2
RTTN
MACROD1
RARRES3
HRASLS2
ZNF679
FOPNL
MED10
CCDC134
SEC14L4
GIMAP4
MKRN1
-
ACTR3B
NTS
BTG1
ATP13A3
DYDC2
KRAS
IPO8
PMP2
FABP4
-
CCDC59
LYVE1
MICALCL
SBF2
MICAL2
RRAS2
TEX15
SARAF
RNF122
DUSP26
C14orf1
C14orf159
UNC79
CATSPERB
VRTN
SYNJ2BP
TTC9
MED6
EIF2S1
ADAM20
ELP3
PEBP4
ADAMDEC1
MBD2
IER3IP1
MRPS36
CCNB1
CDK7
CD180
IL5RA
IRAK2
CAMK1
VHL
BHLHE40
ARL8B
EDEM1
CHL1
DPH6
KATNBL1
EMC7
AMPD2
REG4
TSHB
GSTM5
GSTM3
SORT1
LAMTOR5
NOTCH2
TRIM45
CD101
AP4B1
ARF3
SLC38A2
KIDINS220
LPIN1
CMPK2
SAA2
ANO3
FST
CFHR5
ERN2
NARS
GRP
-
CCNH
HRH4
CABLES1
DOCK2
EMP1
RERG
SLCO1B1
SPX
DDB2
ACP2
FOLH1
FAM127A
RAB33A
MTNR1B
PHC2
ZCCHC11
PRPF38A
DSG3
DSG1
DSC1
FHOD3
DAGLA
TIMM10
GIF
APLNR
TMEM258
TCN1
-
CEP135
PDGFRA
DZIP1
BIVM
CARS2
ADAMTS8
KLB
APC
ANXA1
FAM189A2
ADAM19
USP30
SDS
MSI1
HNF1A
TBX3
OASL
HRK
RNFT2
DTX1
TRAFD1
-
GSAP
OCM2
UPK3B
TMEM243
TMEM60
PNPLA8
HILPDA
RINT1
MDFIC
KMT2E
BACH2
KHDC1
NT5E
MRAP2
AKIRIN2
ORC3
LMO2
NAT10
PRRG4
CD63
PRPH
AVIL
AMHR2
LACRT
GDF11
FAM186B
RDH5
KRT85
CDK4
PPP1R1A
TROAP
TSPAN31
TFCP2
ESPL1
ZC3H10
KRT84
KRT82
MIP
KCNH3
TAAR5
NMBR
SMPD2
REPS1
HTRA2
PRADC1
CCT7
RAB11FIP5
MRPL53
EMX1
KCNMB4
USP15
GNS
BCO1
MPHOSPH6
KIAA0513
DYNC1LI2
FBXL8
FHOD1
CCDC102A
PCNX2
URB2
TAF5L
STX6
RGS8
NPL
-
LAMC1
RC3H1
SP110
MRPL44
CHRND
DOCK10
